,Unnamed: 0,code_state,abbrev_state,year,month,TMIN_min,TMIN_max,RH_mean,photoperiod_monthly,date
22,22,11,RO,2011,11,21.532463482098706,22.87907471534533,80.06616292611146,12.522449246196851,2011-11-01
23,23,11,RO,2011,12,21.61735340975059,22.953041766476687,83.55616952408633,12.644625252512922,2011-12-01
24,24,11,RO,2012,1,21.385748207717025,22.71831427969353,85.82602980355766,12.5790188482971,2012-01-01
25,25,11,RO,2012,2,20.944285160034344,22.27241507512505,85.56234744752433,12.36288352190062,2012-02-01
26,26,11,RO,2012,3,21.004172945140905,22.331915126544963,83.8794731017082,12.063237985938793,2012-03-01
27,27,11,RO,2012,4,21.175115973521503,22.52069194500263,83.1934910896497,11.746695677855088,2012-04-01
28,28,11,RO,2012,5,20.0549632479476,21.399297511902997,79.37612913145912,11.484701734124767,2012-05-01
29,29,11,RO,2012,6,18.976276184962344,20.332111817751176,77.85850486266307,11.355948685368396,2012-06-01
30,30,11,RO,2012,7,17.10007936487127,18.525640559847243,68.98720145403007,11.416365180773512,2012-07-01
31,31,11,RO,2012,8,17.70459275979262,19.210045031223345,56.27864296915513,11.642094225949162,2012-08-01
32,32,11,RO,2012,9,20.43852123480577,21.81390125812629,64.39313484338614,11.947254985419132,2012-09-01
33,33,11,RO,2012,10,21.54724262488391,22.914450637164244,75.16926675753913,12.263019316532624,2012-10-01
34,34,11,RO,2012,11,21.984361220628788,23.307977140866797,81.55515392499092,12.522449246196851,2012-11-01
35,35,11,RO,2012,12,21.59173904991623,22.936841968271334,82.27498526372034,12.644625252512922,2012-12-01
36,36,11,RO,2013,1,21.892018502758397,23.237068391615345,85.69652986644812,12.5790188482971,2013-01-01
37,37,11,RO,2013,2,21.69594291409293,23.047684027598454,85.65419179266625,12.36288352190062,2013-02-01
38,38,11,RO,2013,3,21.747004797677544,23.099921399251404,84.2052192735317,12.063237985938793,2013-03-01
39,39,11,RO,2013,4,21.214593624457336,22.577369529773023,84.1735495983026,11.746695677855088,2013-04-01
40,40,11,RO,2013,5,20.699037825203416,22.048710172288768,83.31933105317299,11.484701734124767,2013-05-01
41,41,11,RO,2013,6,20.20135409159538,21.518528226705698,80.44870289533567,11.355948685368396,2013-06-01
42,42,11,RO,2013,7,17.789032038328962,19.228773388614137,71.91041792592695,11.416365180773512,2013-07-01
43,43,11,RO,2013,8,17.28790375316705,18.77357280579749,59.36541865895463,11.642094225949162,2013-08-01
44,44,11,RO,2013,9,20.529850639441072,21.917221288191968,69.19166181515425,11.947254985419132,2013-09-01
45,45,11,RO,2013,10,21.38640022632798,22.745720405436625,79.45640249938586,12.263019316532624,2013-10-01
46,46,11,RO,2013,11,21.668151109646526,22.97952443269583,83.53851236196664,12.522449246196851,2013-11-01
47,47,11,RO,2013,12,21.7949416028063,23.130592879823062,83.34900155079276,12.644625252512922,2013-12-01
48,48,11,RO,2014,1,21.46907436167336,22.805515456140487,84.76434931033303,12.5790188482971,2014-01-01
49,49,11,RO,2014,2,21.490829228044863,22.827246486485656,85.40197330516774,12.36288352190062,2014-02-01
50,50,11,RO,2014,3,21.82521549821196,23.160447996248383,84.89804839614604,12.063237985938793,2014-03-01
51,51,11,RO,2014,4,21.61121609516633,22.956748230029373,83.63669007130157,11.746695677855088,2014-04-01
52,52,11,RO,2014,5,20.771184177611666,22.136356611109843,83.24806537580845,11.484701734124767,2014-05-01
53,53,11,RO,2014,6,19.416396886263136,20.822030109014268,77.53774291307498,11.355948685368396,2014-06-01
54,54,11,RO,2014,7,18.09740078183025,19.498444953568224,73.55655443461302,11.416365180773512,2014-07-01
55,55,11,RO,2014,8,18.644509808301333,20.07158178727029,64.90294974021816,11.642094225949162,2014-08-01
56,56,11,RO,2014,9,21.41880163535093,22.79759966287857,70.05342776469696,11.947254985419132,2014-09-01
57,57,11,RO,2014,10,21.53903671529689,22.92274138353599,76.28509430849819,12.263019316532624,2014-10-01
58,58,11,RO,2014,11,21.92289064847506,23.263772270007014,81.13973760360327,12.522449246196851,2014-11-01
59,59,11,RO,2014,12,21.90840908197256,23.218377152388506,82.10286583438997,12.644625252512922,2014-12-01
60,60,11,RO,2015,1,21.583946616123097,22.879941196063022,81.38650158202974,12.5790188482971,2015-01-01
61,61,11,RO,2015,2,21.6197287604049,22.928380106831643,82.69364720124464,12.36288352190062,2015-02-01
62,62,11,RO,2015,3,22.01802282712004,23.340649576400114,83.57958511087499,12.063237985938793,2015-03-01
63,63,11,RO,2015,4,22.004497164946336,23.306202387198425,83.11181154006567,11.746695677855088,2015-04-01
64,64,11,RO,2015,5,21.20743378338684,22.56852975968392,82.86295022325538,11.484701734124767,2015-05-01
65,65,11,RO,2015,6,19.216220495639703,20.62352992571317,75.24956471125284,11.355948685368396,2015-06-01
66,66,11,RO,2015,7,18.706033019214946,20.119624599333733,69.50135799199712,11.416365180773512,2015-07-01
67,67,11,RO,2015,8,19.478979714750945,20.96751663643433,58.912185145962624,11.642094225949162,2015-08-01
68,68,11,RO,2015,9,21.13790611120371,22.565921159890983,65.94727833576691,11.947254985419132,2015-09-01
69,69,11,RO,2015,10,21.59972233334487,22.994039586400863,71.73024188200239,12.263019316532624,2015-10-01
70,70,11,RO,2015,11,22.015720954308144,23.386888637298192,75.07365382023346,12.522449246196851,2015-11-01
71,71,11,RO,2015,12,21.93989695863748,23.297011877112,78.62915947774503,12.644625252512922,2015-12-01
72,72,11,RO,2016,1,22.413242821657924,23.77278563047461,82.2468425428897,12.5790188482971,2016-01-01
73,73,11,RO,2016,2,22.341796555000528,23.667444536477248,81.70656546736902,12.36288352190062,2016-02-01
74,74,11,RO,2016,3,22.46149235623646,23.74682142480136,83.59609996237175,12.063237985938793,2016-03-01
75,75,11,RO,2016,4,21.19725129910004,22.62302597486056,79.05565733298278,11.746695677855088,2016-04-01
76,76,11,RO,2016,5,20.25691473868585,21.705286084570307,80.73637833607108,11.484701734124767,2016-05-01
77,77,11,RO,2016,6,18.665412290279683,20.077542051902185,75.48060485644218,11.355948685368396,2016-06-01
78,78,11,RO,2016,7,17.26443632246543,18.734393241091933,61.881754711898914,11.416365180773512,2016-07-01
79,79,11,RO,2016,8,18.95618630106337,20.41693018328759,60.8358077269334,11.642094225949162,2016-08-01
80,80,11,RO,2016,9,20.112878598922336,21.51366952076937,69.72430371260032,11.947254985419132,2016-09-01
81,81,11,RO,2016,10,21.50248110915532,22.939693915932704,73.41098204439982,12.263019316532624,2016-10-01
82,82,11,RO,2016,11,21.659386823116204,23.04970449056381,79.86961185259696,12.522449246196851,2016-11-01
83,83,11,RO,2016,12,21.797279311764623,23.136254304691818,82.35361813907292,12.644625252512922,2016-12-01
84,84,11,RO,2017,1,21.50304300790981,22.8190435463974,82.41512238476471,12.5790188482971,2017-01-01
85,85,11,RO,2017,2,21.60355987784627,22.90375401816525,84.22659862958469,12.36288352190062,2017-02-01
86,86,11,RO,2017,3,21.841404677028983,23.147110705931784,83.25534098319912,12.063237985938793,2017-03-01
87,87,11,RO,2017,4,21.602796899355376,22.92306050398411,82.39583161182892,11.746695677855088,2017-04-01
88,88,11,RO,2017,5,21.489801196247413,22.78286967147373,80.70911397531667,11.484701734124767,2017-05-01
89,89,11,RO,2017,6,18.54663423146957,19.99002515047024,73.02375996663021,11.355948685368396,2017-06-01
90,90,11,RO,2017,7,16.667572259902954,18.14782374609197,60.029760057813775,11.416365180773512,2017-07-01
91,91,11,RO,2017,8,20.05989845692372,21.45762950315073,63.08542600636447,11.642094225949162,2017-08-01
92,92,11,RO,2017,9,20.78236625867012,22.165519126256303,66.90725728059427,11.947254985419132,2017-09-01
93,93,11,RO,2017,10,21.156104370027265,22.538547407013013,75.79533530109869,12.263019316532624,2017-10-01
94,94,11,RO,2017,11,21.751346156536005,23.10496333073347,81.17039944575383,12.522449246196851,2017-11-01
95,95,11,RO,2017,12,21.78219274374155,23.11439307688484,83.67611268377186,12.644625252512922,2017-12-01
96,96,11,RO,2018,1,21.383919356182847,22.727548615808228,83.08589740781571,12.5790188482971,2018-01-01
97,97,11,RO,2018,2,21.744226725546863,23.113627491416512,84.13004199227134,12.36288352190062,2018-02-01
98,98,11,RO,2018,3,21.84210442550129,23.23388778601332,82.96731431076013,12.063237985938793,2018-03-01
99,99,11,RO,2018,4,21.554889112863783,22.91031939799969,82.55837232638629,11.746695677855088,2018-04-01
100,100,11,RO,2018,5,20.40341270413647,21.81207965443803,78.54492669779964,11.484701734124767,2018-05-01
101,101,11,RO,2018,6,17.306848777868808,18.75641300861652,75.37679214233007,11.355948685368396,2018-06-01
102,102,11,RO,2018,7,16.72936578542364,18.18905473938651,64.1886950130794,11.416365180773512,2018-07-01
103,103,11,RO,2018,8,18.905068960142493,20.32152839097432,67.27957888335803,11.642094225949162,2018-08-01
104,104,11,RO,2018,9,19.933068225933955,21.35975770338988,68.12408528939271,11.947254985419132,2018-09-01
105,105,11,RO,2018,10,21.832159775954025,23.162207913457905,77.39601909552259,12.263019316532624,2018-10-01
106,106,11,RO,2018,11,22.08126140374404,23.41527398182796,81.71128683334743,12.522449246196851,2018-11-01
107,107,11,RO,2018,12,21.50164357840867,22.839568967558908,83.17940729486736,12.644625252512922,2018-12-01
108,108,11,RO,2019,1,21.637338124788723,22.951695348725423,83.17310821684654,12.5790188482971,2019-01-01
109,109,11,RO,2019,2,21.98409049327557,23.303018285677982,84.0063897227193,12.36288352190062,2019-02-01
110,110,11,RO,2019,3,22.11910191954809,23.42452172783409,83.01579670397282,12.063237985938793,2019-03-01
111,111,11,RO,2019,4,21.93666156377548,23.24139045324081,83.42190402104303,11.746695677855088,2019-04-01
112,112,11,RO,2019,5,20.62643557091801,21.987600469707555,78.9418552957161,11.484701734124767,2019-05-01
113,113,11,RO,2019,6,19.52152454791925,20.895852821301197,72.62348780754286,11.355948685368396,2019-06-01
114,114,11,RO,2019,7,17.550609815209437,19.08278435690527,66.23115775957889,11.416365180773512,2019-07-01
115,115,11,RO,2019,8,18.38822589174985,19.859749297646083,59.24252555979688,11.642094225949162,2019-08-01
116,116,11,RO,2019,9,21.65508685356531,23.066838664274947,65.74896676723773,11.947254985419132,2019-09-01
117,117,11,RO,2019,10,21.1834574278176,22.548714657871063,78.85453626239861,12.263019316532624,2019-10-01
118,118,11,RO,2019,11,21.823405031057504,23.160945217426008,81.91834858625363,12.522449246196851,2019-11-01
119,119,11,RO,2019,12,22.096180466209397,23.41472551426284,82.9923575995282,12.644625252512922,2019-12-01
120,120,11,RO,2020,1,22.20364200270205,23.51849755696564,82.21854237823865,12.5790188482971,2020-01-01
121,121,11,RO,2020,2,22.234874125817097,23.553512511266003,84.00582037806826,12.36288352190062,2020-02-01
122,122,11,RO,2020,3,22.22223782125241,23.539330391375067,83.64410655019302,12.063237985938793,2020-03-01
123,123,11,RO,2020,4,21.945606637612368,23.25955448150635,81.08354372855943,11.746695677855088,2020-04-01
124,124,11,RO,2020,5,19.684186053926837,21.06123802738805,78.28241540894615,11.484701734124767,2020-05-01
125,125,11,RO,2020,6,19.73547177681556,21.09664819301703,74.58231906157273,11.355948685368396,2020-06-01
126,126,11,RO,2020,7,18.741125514430387,20.114668182936256,65.68380211718917,11.416365180773512,2020-07-01
127,127,11,RO,2020,8,18.74282976563456,20.15947737350653,57.40971377824732,11.642094225949162,2020-08-01
128,128,11,RO,2020,9,21.408859631954098,22.754413646306748,59.85699837024395,11.947254985419132,2020-09-01
129,129,11,RO,2020,10,21.76809209392917,23.111488129305783,70.23998742304724,12.263019316532624,2020-10-01
130,130,11,RO,2020,11,22.09943636869773,23.430030830089866,73.84345382054647,12.522449246196851,2020-11-01
131,131,11,RO,2020,12,21.81221748640756,23.11479597943592,80.57445174470432,12.644625252512922,2020-12-01
132,132,11,RO,2021,1,21.770095893822,23.07620478386323,81.94302967819327,12.5790188482971,2021-01-01
133,133,11,RO,2021,2,21.964910775750543,23.274201740275373,83.17216015386057,12.36288352190062,2021-02-01
134,134,11,RO,2021,3,21.535103364854532,22.836907842319004,83.05459279990373,12.063237985938793,2021-03-01
135,135,11,RO,2021,4,21.580311036721252,22.89378776061229,81.461884082892,11.746695677855088,2021-04-01
136,136,11,RO,2021,5,20.087877016209493,21.478404069360963,77.74659781538818,11.484701734124767,2021-05-01
137,137,11,RO,2021,6,18.82481009899041,20.21767207414676,75.12248135591165,11.355948685368396,2021-06-01
138,138,11,RO,2021,7,16.927063268704096,18.427630735686044,57.93185506446782,11.416365180773512,2021-07-01
139,139,11,RO,2021,8,19.705517225762456,21.17317889050278,54.43720956712444,11.642094225949162,2021-08-01
140,140,11,RO,2021,9,21.718759413254567,23.032000595484025,67.99729993037688,11.947254985419132,2021-09-01
141,141,11,RO,2021,10,22.183779176943947,23.51612267009082,75.79527150194343,12.263019316532624,2021-10-01
142,142,11,RO,2021,11,21.909196517406368,23.22314980335725,84.24294086358486,12.522449246196851,2021-11-01
143,143,11,RO,2021,12,22.38817973764008,23.700427260055733,85.80205012432695,12.644625252512922,2021-12-01
144,144,11,RO,2022,1,21.846292221220786,23.15897432450325,82.71065309680722,12.5790188482971,2022-01-01
145,145,11,RO,2022,2,21.741268798545168,23.04827088838095,84.72364179904645,12.36288352190062,2022-02-01
146,146,11,RO,2022,3,21.766316309756142,23.07485836729518,85.13693714851776,12.063237985938793,2022-03-01
147,147,11,RO,2022,4,21.62038026589613,22.924917437480044,79.4811301451463,11.746695677855088,2022-04-01
148,148,11,RO,2022,5,18.857561551903377,20.33630223901337,71.30554608375795,11.484701734124767,2022-05-01
149,149,11,RO,2022,6,18.376360528285687,19.94230907574678,74.35335949873313,11.355948685368396,2022-06-01
150,150,11,RO,2022,7,18.656002338115982,20.18016182045191,64.30430379162355,11.416365180773512,2022-07-01
151,151,11,RO,2022,8,18.94818184866799,20.485392325569325,65.7550152099458,11.642094225949162,2022-08-01
152,152,11,RO,2022,9,20.141713093488644,21.67016140497648,67.76779041045751,11.947254985419132,2022-09-01
153,153,11,RO,2022,10,20.95338424914528,22.349429599108824,79.18861349877294,12.263019316532624,2022-10-01
154,154,11,RO,2022,11,19.71615750300579,21.281262498635517,74.78037312580989,12.522449246196851,2022-11-01
155,155,11,RO,2022,12,21.205965417194605,22.59552237886945,84.67157255035477,12.644625252512922,2022-12-01
156,156,12,AC,2010,1,22.019679623265414,22.881916104873252,86.59581692827062,12.486052266737511,2010-01-01
157,157,12,AC,2010,2,22.363866592382458,23.194524966277086,87.03263292684184,12.304669514204203,2010-02-01
158,158,12,AC,2010,3,22.466108968180997,23.34122595129824,87.07986917803365,12.0530986830182,2010-03-01
159,159,12,AC,2010,4,21.58728710232359,22.5329022176338,83.58667295051343,11.78731949793203,2010-04-01
160,160,12,AC,2010,5,19.905097751673367,20.9133165239239,83.79944252618247,11.567413535917304,2010-05-01
161,161,12,AC,2010,6,19.261689761190706,20.37423366055344,81.4127309625799,11.459391036029682,2010-06-01
162,162,12,AC,2010,7,17.056093716551484,18.34527611103226,78.35442416059657,11.510075141312983,2010-07-01
163,163,12,AC,2010,8,17.500643700798236,18.89428531389432,68.66037685360726,11.699509450462353,2010-08-01
164,164,12,AC,2010,9,20.33131356672807,21.443028837261775,73.73865481867935,11.95571178436984,2010-09-01
165,165,12,AC,2010,10,20.784574979910754,21.78630338735944,79.13767574679467,12.22083627663638,2010-10-01
166,166,12,AC,2010,11,20.81447890599569,21.81996208248716,83.3131598039107,12.438587270755583,2010-11-01
167,167,12,AC,2010,12,21.318749053037763,22.243408035323068,85.14091455901473,12.541090409857254,2010-12-01
168,168,12,AC,2011,1,21.49376244978471,22.40488941438736,86.29364201610039,12.486052266737511,2011-01-01
169,169,12,AC,2011,2,21.22785675990117,22.10276690086761,87.64286873557351,12.304669514204203,2011-02-01
170,170,12,AC,2011,3,21.30599400304979,22.173668341203168,87.71810947765003,12.0530986830182,2011-03-01
171,171,12,AC,2011,4,21.331617826404,22.196053689898864,86.86279703776042,11.78731949793203,2011-04-01
172,172,12,AC,2011,5,19.84077080813321,20.87327194074032,83.92663519403452,11.567413535917304,2011-05-01
173,173,12,AC,2011,6,19.356334101070058,20.424689092058124,82.33790710911606,11.459391036029682,2011-06-01
174,174,12,AC,2011,7,18.51312254461025,19.725009900034348,77.78974388771393,11.510075141312983,2011-07-01
175,175,12,AC,2011,8,18.13672102231784,19.42785806460115,71.5518957624687,11.699509450462353,2011-08-01
176,176,12,AC,2011,9,20.408414434664177,21.532313060760497,75.95307176763362,11.95571178436984,2011-09-01
177,177,12,AC,2011,10,21.335613944313742,22.28094673716078,83.28310085531554,12.22083627663638,2011-10-01
178,178,12,AC,2011,11,21.436140944740988,22.4566299756368,81.51348334803725,12.438587270755583,2011-11-01
179,179,12,AC,2011,12,21.773523257974304,22.68708093704716,85.55695979546242,12.541090409857254,2011-12-01
180,180,12,AC,2012,1,21.53230349968605,22.40225821576161,88.14036649552958,12.486052266737511,2012-01-01
181,181,12,AC,2012,2,21.088938219793917,21.954733971144336,88.09635261607394,12.304669514204203,2012-02-01
182,182,12,AC,2012,3,21.28677356138257,22.16128906965955,86.78529702463457,12.0530986830182,2012-03-01
183,183,12,AC,2012,4,21.58384310982444,22.49094016913212,86.81205348390522,11.78731949793203,2012-04-01
184,184,12,AC,2012,5,20.126570819060472,21.153020102257603,85.19631546333738,11.567413535917304,2012-05-01
185,185,12,AC,2012,6,19.313556389375165,20.43530586416071,84.64160491480972,11.459391036029682,2012-06-01
186,186,12,AC,2012,7,17.41569309150718,18.65017123795674,79.29267167345868,11.510075141312983,2012-07-01
187,187,12,AC,2012,8,18.157445028030978,19.420816406126946,72.67508112999701,11.699509450462353,2012-08-01
188,188,12,AC,2012,9,20.24002246856689,21.306616670435123,74.85451230135831,11.95571178436984,2012-09-01
189,189,12,AC,2012,10,21.19286429777173,22.186987286788625,81.2869509923493,12.22083627663638,2012-10-01
190,190,12,AC,2012,11,21.98998528393832,22.96056271755334,84.19290907888701,12.438587270755583,2012-11-01
191,191,12,AC,2012,12,21.664966854531745,22.549806687139696,87.00293500122785,12.541090409857254,2012-12-01
192,192,12,AC,2013,1,21.843739053720604,22.75832420080638,86.78353096522893,12.486052266737511,2013-01-01
193,193,12,AC,2013,2,21.93436028430988,22.829995235839448,86.79153385410062,12.304669514204203,2013-02-01
194,194,12,AC,2013,3,21.95575363125619,22.85264698990629,87.24232394534471,12.0530986830182,2013-03-01
195,195,12,AC,2013,4,20.703857653068773,21.8136179302678,82.94819329001687,11.78731949793203,2013-04-01
196,196,12,AC,2013,5,20.831385492229742,21.855541936812863,86.0747788840375,11.567413535917304,2013-05-01
197,197,12,AC,2013,6,20.90207995790424,21.80540935342962,85.44463762225527,11.459391036029682,2013-06-01
198,198,12,AC,2013,7,18.13895131975325,19.231845097807494,81.57058323163791,11.510075141312983,2013-07-01
199,199,12,AC,2013,8,17.509389357133344,18.673100382002215,74.78501021197813,11.699509450462353,2013-08-01
200,200,12,AC,2013,9,19.726055694348887,20.76604324687611,76.8260668032097,11.95571178436984,2013-09-01
201,201,12,AC,2013,10,21.50629211660704,22.45292788866329,83.44221088263996,12.22083627663638,2013-10-01
202,202,12,AC,2013,11,21.45528991872614,22.344895189458672,85.03054102117365,12.438587270755583,2013-11-01
203,203,12,AC,2013,12,21.964799984459304,22.796263764680656,85.20494568452807,12.541090409857254,2013-12-01
204,204,12,AC,2014,1,21.84421523365457,22.640495904379925,87.76362079609174,12.486052266737511,2014-01-01
205,205,12,AC,2014,2,21.82621373449053,22.63592531773951,87.55280150376358,12.304669514204203,2014-02-01
206,206,12,AC,2014,3,21.780314252523382,22.67347380562612,87.44853714973695,12.0530986830182,2014-03-01
207,207,12,AC,2014,4,21.584115063060413,22.524654746778086,86.22068784309157,11.78731949793203,2014-04-01
208,208,12,AC,2014,5,20.782720574185998,21.71957078497431,87.19433665345491,11.567413535917304,2014-05-01
209,209,12,AC,2014,6,19.95079399889165,20.964265571941027,85.65696483958851,11.459391036029682,2014-06-01
210,210,12,AC,2014,7,17.955843799624628,19.128137619264663,83.40244400606127,11.510075141312983,2014-07-01
211,211,12,AC,2014,8,18.53140322413962,19.736787689745952,78.77345897864735,11.699509450462353,2014-08-01
212,212,12,AC,2014,9,20.709114198973683,21.81139100681652,81.48220958131732,11.95571178436984,2014-09-01
213,213,12,AC,2014,10,21.453943392398426,22.47244898105297,84.07208094219308,12.22083627663638,2014-10-01
214,214,12,AC,2014,11,21.759653779232146,22.777643960894963,86.44306662588409,12.438587270755583,2014-11-01
215,215,12,AC,2014,12,21.80615022944565,22.74539370271118,86.55187183950653,12.541090409857254,2014-12-01
216,216,12,AC,2015,1,21.553929577824658,22.42383419383656,88.46158976848524,12.486052266737511,2015-01-01
217,217,12,AC,2015,2,21.850240112899183,22.71266546806732,87.4655775838084,12.304669514204203,2015-02-01
218,218,12,AC,2015,3,21.87365976037168,22.700136797169435,88.51777741776185,12.0530986830182,2015-03-01
219,219,12,AC,2015,4,21.80455483523282,22.6939270510818,87.84726407600171,11.78731949793203,2015-04-01
220,220,12,AC,2015,5,21.45629894838305,22.325802601677232,88.64427480389996,11.567413535917304,2015-05-01
221,221,12,AC,2015,6,19.944009666731866,20.93241535389062,85.24057201038707,11.459391036029682,2015-06-01
222,222,12,AC,2015,7,19.489716666884437,20.529635272767187,83.4526963891172,11.510075141312983,2015-07-01
223,223,12,AC,2015,8,20.643679680362823,21.65441692609591,79.39631121459246,11.699509450462353,2015-08-01
224,224,12,AC,2015,9,21.43009460911606,22.48041402643377,80.43386159954649,11.95571178436984,2015-09-01
225,225,12,AC,2015,10,21.630811154318,22.62814172761531,80.2900785854485,12.22083627663638,2015-10-01
226,226,12,AC,2015,11,22.272908571994662,23.277071062723795,82.22383559255888,12.438587270755583,2015-11-01
227,227,12,AC,2015,12,22.029577999170925,22.992727808239174,85.02929546546376,12.541090409857254,2015-12-01
228,228,12,AC,2016,1,22.68252012526884,23.620034424790187,86.25595356781811,12.486052266737511,2016-01-01
229,229,12,AC,2016,2,22.579496628812112,23.503126446356223,86.88734535289035,12.304669514204203,2016-02-01
230,230,12,AC,2016,3,22.465582746914052,23.396331054374272,86.20841968793674,12.0530986830182,2016-03-01
231,231,12,AC,2016,4,21.79837903831944,22.734581453149968,84.67264262112704,11.78731949793203,2016-04-01
232,232,12,AC,2016,5,20.4525281998419,21.526251693624907,85.24205277742179,11.567413535917304,2016-05-01
233,233,12,AC,2016,6,18.4928822185054,19.61426917567397,81.97397680571585,11.459391036029682,2016-06-01
234,234,12,AC,2016,7,18.12629643912889,19.26133973158,76.66365268293363,11.510075141312983,2016-07-01
235,235,12,AC,2016,8,19.02584603524977,20.074610612259583,74.01304422865165,11.699509450462353,2016-08-01
236,236,12,AC,2016,9,19.66752120364796,20.7942423545953,77.86551310221354,11.95571178436984,2016-09-01
237,237,12,AC,2016,10,21.436026120115937,22.44764040502285,80.89521129529847,12.22083627663638,2016-10-01
238,238,12,AC,2016,11,21.474218784679067,22.503317734689425,82.16305458762429,12.438587270755583,2016-11-01
239,239,12,AC,2016,12,21.81752713334875,22.77661741094505,84.70738593853814,12.541090409857254,2016-12-01
240,240,12,AC,2017,1,21.631362461973843,22.508033019706303,88.28506043509654,12.486052266737511,2017-01-01
241,241,12,AC,2017,2,21.655032637831454,22.603658899084312,86.91067304239644,12.304669514204203,2017-02-01
242,242,12,AC,2017,3,21.813542737988783,22.76802210374312,86.79324151763468,12.0530986830182,2017-03-01
243,243,12,AC,2017,4,21.32497590960878,22.337981437914294,86.13354701417865,11.78731949793203,2017-04-01
244,244,12,AC,2017,5,21.52957202262543,22.4702939120206,86.6716268880626,11.567413535917304,2017-05-01
245,245,12,AC,2017,6,18.63752886309768,19.710480135137384,83.30728431470466,11.459391036029682,2017-06-01
246,246,12,AC,2017,7,16.410619202946638,17.470472425309794,74.97882893917497,11.510075141312983,2017-07-01
247,247,12,AC,2017,8,19.43079001183384,20.50121819029106,75.21238417639411,11.699509450462353,2017-08-01
248,248,12,AC,2017,9,20.795278164834688,21.800709481672808,78.57293200637355,11.95571178436984,2017-09-01
249,249,12,AC,2017,10,21.299403405958607,22.31863574757953,80.05016336972413,12.22083627663638,2017-10-01
250,250,12,AC,2017,11,22.014533331899933,22.9128650636384,84.38100476120457,12.438587270755583,2017-11-01
251,251,12,AC,2017,12,21.86528999854393,22.76466421088165,84.863571614464,12.541090409857254,2017-12-01
252,252,12,AC,2018,1,21.733779331106597,22.562411487277306,86.2883509414986,12.486052266737511,2018-01-01
253,253,12,AC,2018,2,22.03432220607609,22.873581248444395,87.24361252475094,12.304669514204203,2018-02-01
254,254,12,AC,2018,3,21.650557786488463,22.53920667262371,85.88220050397855,12.0530986830182,2018-03-01
255,255,12,AC,2018,4,21.652968478925303,22.49630031585693,86.08767591534239,11.78731949793203,2018-04-01
256,256,12,AC,2018,5,20.626276027422147,21.54137491970118,84.98894040955128,11.567413535917304,2018-05-01
257,257,12,AC,2018,6,17.72971975586631,18.74971679629701,81.64618376529577,11.459391036029682,2018-06-01
258,258,12,AC,2018,7,17.771270395374017,18.78435067627088,76.17548507958912,11.510075141312983,2018-07-01
259,259,12,AC,2018,8,18.202639262347628,19.310493330801688,78.10291343979821,11.699509450462353,2018-08-01
260,260,12,AC,2018,9,19.76871687571208,20.863367703466704,75.70151613408869,11.95571178436984,2018-09-01
261,261,12,AC,2018,10,21.81384346422212,22.75130764689963,82.64631907890968,12.22083627663638,2018-10-01
